"objectid","stationcode","pgroup1","pgroup2","pgroup3","pgroup4","pgroup5","pgroup6","pgroup7","pgroup8","pgroup9","pgroup10","pgroup11","lastupdatedate","processed_by","record_origin","origin_lastupdatedate","record_publish","globalid","created_user","created_date","last_edited_user","last_edited_date","login_email","login_agency","login_owner","login_year","login_project"
2721,"518CE0626",0.0783,0.1022,0.1954,0.1361,0.3692,0.0088,0.0766,0.0113,0.003,0.0175,0.0016,"","human","SMC","2018-09-05 00:00:00","false","{F8D25D54-33F9-4FD2-BC88-DC8A4DD0DD69}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2722,"631KIR001",0.0039,0.0223,0,0,3e-04,0.0705,0.0425,4e-04,0.8579,0,0.0022,"","human","SMC","2018-09-05 00:00:00","false","{EC92CC6F-73AF-421B-AC90-7D0E14E97C52}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2723,"207CE0742",0.0084,0.0309,0.1861,0.232,4e-04,0.0087,0.0028,0.1127,0.1728,0.1349,0.1103,"","machine","SWAMP","","false","{D91AC5D5-B3B5-4AEA-AE15-C701E637E376}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2724,"719WWRPUS",0,0.0039,0,0.0301,2e-04,0.0081,0,0.3745,0.0595,0.4274,0.0963,"","machine","SWAMP","","false","{95C28230-B166-4997-B57C-F625692A8C97}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2725,"106WE0812",0.039,0.0393,0.1246,0.6364,0.0595,0.0148,0.0011,0.017,0.0028,0.0617,0.0038,"","machine","SWAMP","","false","{7850405B-4D8E-4C77-984B-5A29E6D8BBB8}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2726,"111CE0569",0.0933,0.0116,0.8453,0.0241,0.0042,0.0049,0,0.0087,0.0055,0.0022,2e-04,"","human","SMC","2018-09-05 00:00:00","false","{F5F9F995-DFA2-48F7-A898-BBA4FC6F4729}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2727,"308WER325",0.1867,0.1203,0.1261,0.3215,0.108,0.0206,0.0019,0.0306,0.0229,0.0478,0.0136,"","human","SMC","2018-09-05 00:00:00","false","{B34D1BAB-23F7-4ADC-8AD6-4483F8867AF1}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2728,"517CCPVDx",0.1035,0.0013,0.1934,0.3064,0.0268,0.001,1e-04,0.3417,0.0036,0.0079,0.0143,"","human","SMC","2018-09-05 00:00:00","false","{CF05DE46-EF6C-4FC7-8668-8DC5ADF03061}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2729,"540MNO024",0.005,0.6446,0,0.0079,0.0434,0.011,0.1973,0.0129,0.0779,0,0,"","human","SMC","2018-09-05 00:00:00","false","{09BAECE2-2616-4EBB-8A8E-FC62E94E6309}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2730,"639PS1279",0.019,0.0661,2e-04,0.3445,0.1258,0.1917,0.1268,0.0235,0.0161,0.0643,0.022,"","human","SMC","2018-09-05 00:00:00","false","{706EB979-8347-4B41-94A3-227A999E93FE}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2731,"801PCW171",0,0.0082,0.0013,0.0031,1e-04,0.001,0,0.2699,0.0076,0.6917,0.0171,"","human","SMC","2018-09-05 00:00:00","true","{2AB3DF8C-5850-4A0C-A5B9-4C90111CDE4B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2732,"105WE0613",0.2702,0.1315,0.0883,0.4635,0.0356,0.0031,1e-04,0.0031,2e-04,0.0018,0.0026,"","machine","SWAMP","","false","{2F8CE33C-A9A7-4A16-9C8A-FAB51EB03020}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2736,"408CAL010",0,0.0011,0.0078,0.0073,0,0.0042,0,0.4348,0.0263,0.4036,0.1149,"","human","SMC","2018-09-05 00:00:00","true","{F2128E14-F2A5-438C-84A2-7BC43A146BC8}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2737,"901S04309",0,2e-04,0,0.0136,4e-04,0,0,0.8603,2e-04,0.123,0.0023,"","human","SMC","2018-09-05 00:00:00","true","{0C00D2B1-5631-47FA-B341-431BC6446FB6}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2739,"801S01383",0,0.0011,0,0.0027,0,0.0032,0,0.1696,0.0156,0.7695,0.0383,"2017-04-04 15:53:38.183","human","SMC","2018-09-05 00:00:00","true","{283A18B5-5F00-4A1C-8859-50284D8A90E9}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2740,"801EBC126",0.0315,0.2438,0,0.0145,0.0829,0.4262,0.0105,0.0282,0.0749,0.02,0.0675,"2017-04-04 15:53:38.153","human","SMC","2018-09-05 00:00:00","true","{B3B9F225-F2E8-4421-B453-F2FF29444E9F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2742,"531LGCCSR",4e-04,0.0237,0.0162,0.2608,0.0095,2e-04,8e-04,0.1794,0.0165,0.4763,0.0162,"","machine","SWAMP","","false","{09913091-58E3-4EE7-889B-FE776751A169}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2743,"632SVK001",0.0117,0.2776,0,0.0169,0.0065,0.0592,0.577,0.0111,0.0392,2e-04,6e-04,"","human","SMC","2018-09-05 00:00:00","false","{1F2B3CED-40DC-457F-8C2E-4390DA51324D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2745,"905WE1018",3e-04,2e-04,0,4e-04,0,1e-04,0,0.6862,0.0795,0.1031,0.1302,"","human","SMC","2018-09-05 00:00:00","true","{64F7C701-3B72-4ECF-A5A2-3BAC3A6EA271}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2746,"204CE0314",0.0026,0.118,0.031,0.401,0.0857,0.0048,0.0041,0.1161,0.0596,0.1154,0.0617,"","machine","SWAMP","","false","{3403B7F5-C5CA-4853-8475-01E2384262EB}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2747,"205PS0157",0.001,0.0531,0.0217,0.3058,0.0269,0.001,4e-04,0.077,0.0414,0.4303,0.0414,"","human","SMC","2018-09-05 00:00:00","false","{6CDDF7CD-4A0E-4545-A076-C47EC2C76460}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2749,"511PS0657",0.0076,0.0209,0.0817,0.3134,0.0024,0.0021,8e-04,0.1389,0.0486,0.3539,0.0297,"","human","SMC","2018-09-05 00:00:00","false","{4FBB02EE-3F9E-4B06-9EBA-2C8F09499E23}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2750,"207SUI290",0.0088,0.0065,0.1526,0.2524,8e-04,0.0037,0.0015,0.0818,0.0318,0.4502,0.0099,"","machine","SWAMP","","false","{73265858-28D7-431C-BBA4-B353904BCDF2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2751,"905CE0512",0,0,0,0.0027,0,0,0,0.9181,0.0108,0.0444,0.024,"","human","SMC","2018-09-05 00:00:00","true","{75988734-DF94-42EB-9280-AFDED659FD27}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2753,"901SJMS1x",0,0,0,0.0026,0,0,0,0.6504,0.037,0.2162,0.0938,"","human","SMC","2018-09-05 00:00:00","true","{D2089430-E6D3-46A4-A7A0-B2D93B863B18}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2754,"505PS0174",0.0666,0.065,0.136,0.7108,0.0104,0.0063,0,9e-04,1e-04,0.0032,7e-04,"","machine","SWAMP","","false","{4466ED62-6CDD-470B-884B-E1547B3572AB}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2756,"901S04409",0,0,0,0.0054,0,0,0,0.9097,0.0057,0.044,0.0352,"","human","SMC","2018-09-05 00:00:00","true","{3E3C451E-92E7-4A24-A763-1C0164368383}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2757,"404S26868",0,0.0018,1e-04,0.0167,0,0.0037,0,0.1132,0.0038,0.7945,0.0662,"","machine","SWAMP","","true","{E2656131-D19C-42F7-9B95-35DCED7031DF}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2758,"113PS0196",0.0753,0.2562,0.1615,0.1946,0.1581,0.0084,5e-04,0.0205,0.0085,0.1088,0.0076,"","machine","SWAMP","","false","{5EB4D48A-A53C-49F7-B701-03ACDCD8EB6D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2760,"308ROCBBQ",0.101,0.0324,0.2801,0.2881,0.0419,0.0038,0.0098,0.0107,0.2149,0.0075,0.0098,"","machine","SWAMP","","false","{9C623307-F294-4F06-BB97-EA8355486E54}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2761,"522PS0430",0.0029,0.0052,0.0113,0.5863,0.004,2e-04,9e-04,0.1304,0.0011,0.2324,0.0253,"","human","SMC","2018-09-05 00:00:00","false","{E32FF832-80D3-4C3C-8C67-FFC6AFBC2C59}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2762,"801PCW048",0,0.0059,9e-04,0.0023,1e-04,3e-04,0,0.3773,0.01,0.5981,0.0051,"","human","SMC","2018-09-05 00:00:00","true","{72143449-FEAE-41E8-A0E7-5ECBB618326C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2763,"554PMCABC",0.0612,0.0418,2e-04,0.0079,0.7283,0.0621,0.0296,0.0123,0.0414,0.0022,0.013,"","human","SMC","2018-09-05 00:00:00","false","{DC5E7AC2-D069-4BA9-81AA-F53CED8D3255}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2765,"901S11685",0,0.003,4e-04,0.0139,0.0014,1e-04,0,0.5816,0.0012,0.394,0.0044,"","machine","SWAMP","","true","{29C319DD-D327-4FCB-BB76-48470EC56F6E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2767,"205CE0356",0.0034,0.1015,0.033,0.2973,0.0299,0.0042,2e-04,0.1084,0.0549,0.2968,0.0704,"","machine","SWAMP","","false","{EA157B9A-E85D-409A-AF0C-77B505D3BA1B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2768,"305PS0057",3e-04,0.0293,0.0166,0.2264,0.0266,1e-04,0,0.225,0.0158,0.4436,0.0163,"","machine","SWAMP","","false","{A9FBD79B-CF41-481D-A467-6FB37D711358}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2769,"307CMU",0.0024,0.058,0.029,0.3059,0.0579,5e-04,0.0051,0.0615,0.0484,0.3902,0.0411,"","human","SMC","2018-09-05 00:00:00","false","{101B1528-0CDD-4C28-BB27-6C98E14C8632}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2770,"635MTC267",0.116,0.3289,0,0.0038,0.0316,0.3088,0.1527,0.0042,0.0347,0.0011,0.0182,"","human","SMC","2018-09-05 00:00:00","false","{12E5390C-EE4C-4DA3-A5EB-874ACEFCDFFD}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2771,"205CYCBBC",0.0023,0.005,0.0097,0.1984,0.0073,7e-04,3e-04,0.1065,0.002,0.6639,0.0039,"","human","SMC","2018-09-05 00:00:00","false","{78CC4939-6D41-4AC9-BFE4-F2E3472D06CA}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2772,"305COR2",0.0312,0.0853,0.1489,0.3626,0.018,0.0053,0.0012,0.0449,0.0756,0.1713,0.0557,"","human","SMC","2018-09-05 00:00:00","false","{25DD033A-473C-4401-BA8C-771D0CD3CB4C}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2774,"518PS0017",0.1223,0.5264,0.1098,0.1538,0.0745,0.0098,8e-04,0.0012,0.001,4e-04,0,"","human","SMC","2018-09-05 00:00:00","false","{1BB35AB1-766B-4414-9C75-1D04510A8580}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2776,"SMC02457",0,0.0036,0.0021,0.0156,0.006,1e-04,0,0.4488,0.0108,0.4936,0.0194,"","human","SMC","2018-09-05 00:00:00","false","{2D233FA9-EFFD-44B6-8EA0-029B45AF78ED}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2777,"113WER086",0.1491,0.0154,0.3691,0.1348,0.1728,0.0089,1e-04,0.1174,0.0185,0.0137,2e-04,"","human","SMC","2018-09-05 00:00:00","false","{CD1A3531-222B-4328-BA7E-EB8ADF4EB503}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2779,"307PS0044",0.0028,0.0718,0.0284,0.2976,0.0575,0.001,0.0062,0.0646,0.0539,0.3727,0.0435,"","human","SMC","2018-09-05 00:00:00","false","{F0A33A32-4134-4BAF-88EB-5E299CB81DE5}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2782,"305CE0062",9e-04,0.0288,0.0122,0.2176,0.0047,0.0012,5e-04,0.1586,0.0159,0.5429,0.0167,"","machine","SWAMP","","false","{95C3EDC1-4AF5-4906-9375-A73CA872101F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2786,"405SGB036",0,0.0022,0.0076,0.0057,0,0.0087,0,0.3536,0.0668,0.4712,0.0842,"","human","SMC","2018-09-05 00:00:00","true","{88F9E495-2D80-4F1A-A308-0F73803F5455}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2787,"911TJWIL3",0,0,0,1e-04,0,0,0,0.1696,0.6267,0.1236,0.08,"","human","SMC","2018-09-05 00:00:00","true","{393021FE-34A2-42FA-BA58-0EB0D1E16A41}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2789,"404CE0316",5e-04,0.0314,0.0057,0.0559,0.0091,0.0125,7e-04,0.3037,0.0563,0.4158,0.1084,"","human","SMC","2018-09-05 00:00:00","true","{86EA5ECC-1973-4166-86AA-86948D1F0AB3}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2790,"307CE0382",0.0043,0.0409,0.0382,0.3158,0.0792,5e-04,0.0078,0.059,0.0565,0.3537,0.0441,"","human","SMC","2018-09-05 00:00:00","false","{15F16B15-5F04-48B3-B408-9E33F7B8E0BA}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2792,"SMC00080",9e-04,0.0196,3e-04,0.0561,9e-04,0.0021,0,0.7212,0.1015,0.0317,0.0657,"","human","SMC","2018-09-05 00:00:00","false","{C7054383-C057-4A08-953D-B3961B44D50E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2794,"310CE0276",0.0049,0.1477,0.0543,0.2491,0.0045,9e-04,3e-04,0.0546,0.1335,0.2037,0.1465,"","human","SMC","2018-09-05 00:00:00","false","{E653B05A-08BD-4AAC-AD86-F647B5315DF2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2795,"526WER123",0.0097,0.0981,0,0.0436,0.0186,0.7245,0.0733,0.0044,0.0148,0.0071,0.0059,"","human","SMC","2018-09-05 00:00:00","false","{0B3C77DD-9134-443B-B815-976A62F8B4F5}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2796,"206SPA100",0.0154,0.0499,0.17,0.1881,0.0034,0.0142,0.0018,0.1287,0.3526,0.0251,0.0508,"","human","SMC","2018-09-05 00:00:00","false","{18D3630E-42C4-4629-B5B9-8F1F33C8B36B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2797,"518SED104",0.5752,0.1589,0.0441,0.1286,0.0359,0.0445,0.0017,0.0103,3e-04,2e-04,3e-04,"","human","SMC","2018-09-05 00:00:00","false","{EFC64968-0022-4F00-AFD5-DDBAF1C754E6}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2798,"506WE0625",0.1396,0.0038,0.5087,0.2789,0.0198,0.0209,0,0.0222,0.0051,2e-04,8e-04,"","machine","SWAMP","","false","{0C53FE2C-5538-41A8-8823-90D356599BE5}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2799,"105WE1060",0.2126,0.1435,0.4741,0.0913,0.0055,0.0423,0.0012,0.0285,0.001,0,0,"","human","SMC","2018-09-05 00:00:00","false","{8567C22F-D55A-4166-8023-43049AF2428D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2800,"637SSN077",0.0378,0.4344,0.0015,0.038,0.0869,0.0547,0.115,0.0605,0.0018,0.0978,0.0716,"","human","SMC","2018-09-05 00:00:00","false","{39C9A915-CB0A-4553-ADE8-91708754F0A0}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2801,"602FC1102",0.0112,0.1204,0.0019,0.2392,0.0231,0.0572,0.1196,0.0086,0.4024,0.0138,0.0026,"","machine","SWAMP","","false","{7EE4BF04-D6FC-4DBB-B2FB-0FCEA823187A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2803,"404S33670",0,0.0016,0,0.0046,0,0.0037,0,0.0701,0.0102,0.8286,0.0812,"","machine","SWAMP","","true","{5FCB8205-3478-4D9A-BE27-18139316CF90}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2806,"405SGB027",2e-04,0.0126,0.0035,0.0543,0.0119,0.0024,0,0.2744,0.0649,0.5302,0.0456,"","human","SMC","2018-09-05 00:00:00","true","{26D84F46-506D-4A92-9A56-E212EFEE8D1E}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2807,"105BVCAGC",0.2079,0.698,0.0368,0.0208,0.0025,0.0216,9e-04,0.0114,0,1e-04,0,"","human","SMC","2018-09-05 00:00:00","false","{E23C796B-D977-48DC-ABE5-D1D4810F6E34}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2808,"603PS0108",0.0063,0.1069,0.0213,0.2477,0.04,0.0261,0.012,0.2503,0.0401,0.1846,0.0647,"","human","SMC","2018-09-05 00:00:00","false","{CDA019C8-F05B-4AE0-90E3-E4581AD2E4C6}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2809,"206CE0519",0.0368,0.0444,0.2056,0.3,0.0049,0.0098,0.002,0.0656,0.1574,0.0606,0.1129,"","human","SMC","2018-09-05 00:00:00","false","{F6E651D4-DFAF-40DE-8831-9A23A3BAE490}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2810,"517PS0074",0.1811,0.7028,0.0117,0.0209,0.0055,0.0257,0.0341,0.0153,7e-04,4e-04,0.0018,"","machine","SWAMP","","false","{BCCCB90C-709A-49A9-AA38-0DB203928BE8}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2811,"SMC02680",0,8e-04,0,0.0198,0,0.0014,0,0.1923,0.0167,0.6913,0.0777,"","human","SMC","2018-09-05 00:00:00","false","{210A9B43-1D64-4471-80B4-E15AA7234646}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2812,"526PS0808",0.0344,0.174,0.0025,0.2609,0.0746,0.0578,0.0039,0.2737,0.0374,0.0782,0.0026,"","human","SMC","2018-09-05 00:00:00","false","{9761895B-3270-4A98-BBFE-578F6CEDDC09}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2813,"206NVCPNP",0.0538,0.1576,0.1582,0.2612,0.0111,0.0173,0.0046,0.0386,0.0745,0.1895,0.0336,"","human","SMC","2018-09-05 00:00:00","false","{C38C521B-00CA-435F-BB49-0717E3A10CB2}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2814,"201LAG180",0.0194,0.0261,0.3216,0.2111,0.0049,0.0048,3e-04,0.1256,0.2805,0.0046,0.0011,"","human","SMC","2018-09-05 00:00:00","false","{01E7F4BA-FF2D-4867-A72A-CD013BDC0E6A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2815,"304CE0500",0.4019,0.0143,0.2365,0.2061,0.0401,0.004,0,0.0639,0.0288,0.0032,0.0012,"","human","SMC","2018-09-05 00:00:00","false","{1DE40873-3477-48D7-9995-FD4AD8E37761}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2816,"801STW055",0,0.0017,0,0.0572,0.001,0.0025,0,0.3422,0.0123,0.549,0.0341,"","machine","SWAMP","","true","{BEA76F91-54B0-4AA1-ACB1-BB050991059B}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2818,"203TEM090",0.0126,0.0135,0.1462,0.4145,0.0056,0.0109,0.0022,0.0518,0.2955,0.0291,0.0181,"","human","SMC","2018-09-05 00:00:00","false","{AB42C6F0-68A1-4F76-8763-47A37D3BCFF3}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2819,"902S00117",0,0.003,0.0019,0.014,0.0059,1e-04,0,0.4641,0.0064,0.4905,0.0141,"","human","SMC","2018-09-05 00:00:00","true","{3664F3E5-9B71-4E82-B268-91368BD5E219}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2820,"513STCAIV",0.0215,0.0071,0.3023,0.1941,0.0136,0.017,0.0019,0.1253,0.0536,0.1276,0.136,"","human","SMC","2018-09-05 00:00:00","false","{529ADF68-533E-454F-BCE9-63FF922A4DDF}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2822,"106CE0713",0.3112,0.0407,0.3761,0.1035,0.0932,0.0274,1e-04,0.0323,0.0098,0.0029,0.0028,"","machine","SWAMP","","false","{060032AD-9941-4247-BD79-C5DE162A2691}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2823,"111PS0057",0.144,0.0288,0.7234,0.0532,0.0118,0.0215,6e-04,0.0108,0.0038,0.0019,2e-04,"","machine","SWAMP","","false","{62D11FE3-98CB-48BF-BCE0-DD81733211B8}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2824,"901S02873",0,0,0,0.002,0,0,0,0.9787,0,0.0163,0.003,"","human","SMC","2018-09-05 00:00:00","true","{9E709CDA-3293-4003-9442-D97F03529E94}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2825,"911S00858",0.0014,0.0276,2e-04,0.003,0.0013,0.016,2e-04,0.8918,0.0133,0.0403,0.0049,"","machine","SWAMP","","true","{30DE945E-D177-4C93-9101-0E830F5E1DA3}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2827,"801S04471",0,0.0014,0,0.0234,0,0.0036,0,0.1866,0.0261,0.6764,0.0825,"","machine","SWAMP","","true","{8E9DC379-A447-4512-AABD-75633F951070}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2832,"SMC02933",0,0.0015,4e-04,0.0153,0.0051,1e-04,0,0.5533,0.0024,0.4143,0.0076,"","human","SMC","2018-09-05 00:00:00","false","{59687CC5-8794-4311-AC37-F3A9F3CC763F}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2833,"404S16232",0,0.0015,0,0.0218,0,0.0033,0,0.0981,0.0047,0.783,0.0876,"","human","SMC","2018-09-05 00:00:00","true","{6360AEE0-B957-4998-9BFD-818DF0239E21}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2834,"204ISL050",0.0921,0.0495,0.2345,0.1792,0.014,0.0729,0.0079,0.0876,0.2129,0.0148,0.0346,"","machine","SWAMP","","false","{09E470B4-6C57-48E8-82F9-F8FF5AF88A91}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2835,"635MAR003",0.0566,0.095,1e-04,0.0012,0.0307,0.7078,0.0797,0.0064,0.0118,1e-04,0.0106,"","human","SMC","2018-09-05 00:00:00","false","{081FEE94-3C9C-4209-BEEF-DBE1915969EF}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2836,"105WE0604",0.4062,0.1619,0.0151,0.0768,0.0332,0.1371,0.02,0.094,0.031,0.0162,0.0085,"","human","SMC","2018-09-05 00:00:00","false","{0CB718D4-AE15-4481-957D-CA45BE5F87B7}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2837,"901NP9LCC",0,1e-04,0,0.0012,0,9e-04,0,0.5511,0.1515,0.1633,0.1319,"","machine","SWAMP","","true","{89BFB48B-E7A2-49BD-8AAD-90697F5416FA}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2838,"518LCC233",0.0627,0.2363,0.0087,0.1648,0.2321,0.0447,0.0501,0.0211,0.0063,0.1556,0.0176,"","human","SMC","2018-09-05 00:00:00","false","{3DA5DD5D-C4D5-4A96-953E-BFEEE982C90A}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2839,"522FCA005",0.124,0.0597,0.1778,0.3529,0.0357,0.0281,0.0038,0.029,0.071,0.0914,0.0266,"","machine","SWAMP","","false","{1CC1C62C-F6E1-4F64-BDB3-F689DD501E8D}",NA,NA,NA,NA,NA,NA,NA,NA,NA
2840,"405PS0030",2e-04,6e-04,0.0022,0.0726,9e-04,0,5e-04,0.1778,0.022,0.6406,0.0826,"","machine","SWAMP","","true","{8A45EAF6-000C-4C44-8551-EE2F439D7924}",NA,NA,NA,NA,NA,NA,NA,NA,NA
